30,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,35
10,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,15
20,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,25
30,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,35
10,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,15
20,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,25
30,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,35
10,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,15
20,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,25
30,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,35
10,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,15
20,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,25
30,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,35
10,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,22,23,24,21,15
20,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,32,33,34,31,25
30,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,12,13,14,11,35
40,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,45
